,links
"SANTANDER HORIZONTE 2027, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V02821643 
"SANTANDER INCOME, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87599924 
"SANTANDER INDICE EURO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V83972372 
"SANTANDER INDICE USA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V01698505 
"SANTANDER INVERSION FLEXIBLE, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V82755596 
"SANTANDER MULTIACTIVO SISTEMATICO 2, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88633268 
"SANTANDER MULTIACTIVO SISTEMATICO 3, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V01720978 
"SANTANDER MULTIACTIVO SISTEMATICO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88627005 
"SANTANDER PB AGGRESSIVE PORTFOLIO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V79034781 
"SANTANDER PB BALANCED PORTFOLIO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V81414161 
"SANTANDER PB CONSOLIDA 90, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88065867 
"SANTANDER PB DYNAMIC PORTFOLIO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V86029493 
"SANTANDER PB INVERSION GLOBAL, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V86387305 
"SANTANDER PB MODERATE PORTFOLIO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V86029469 
"SANTANDER PB STRATEGIC ALLOCATION, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88149935 
"SANTANDER PB STRATEGIC BOND, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88061536 
"SANTANDER PB SYSTEMATIC BALANCED, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87479036 
"SANTANDER PB SYSTEMATIC DYNAMIC, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V86029550 
"SANTANDER RENDIMIENTO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V81842312 
"SANTANDER RENTA FIJA AHORRO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V81513038 
"SANTANDER RENTA FIJA FLEXIBLE, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87331179 
"SANTANDER RENTA FIJA FLOTANTE, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88149927 
"SANTANDER RENTA FIJA LATINOAMERICA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V82530981 
"SANTANDER RENTA FIJA PRIVADA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V82507195 
"SANTANDER RENTA FIJA SOBERANA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88479282 
"SANTANDER RENTA FIJA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V79520557 
"SANTANDER RESPONSABILIDAD SOLIDARIO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V83667345 
"SANTANDER RETORNO ABSOLUTO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V82759937 
"SANTANDER RF CONVERTIBLES, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V82053398 
"SANTANDER RF HORIZONTE 2024, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88326160 
"SANTANDER RF HORIZONTE 2025, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88381579 
"SANTANDER RV EUROPA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88553540 
"SANTANDER SELECCION RV ASIA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V83939462 
"SANTANDER SELECCION RV EMERGENTE, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V80999972 
"SANTANDER SELECCION RV JAPON, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V82424706 
"SANTANDER SELECCION RV NORTEAMERICA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V82507138 
"SANTANDER SMALL CAPS ESPAÑA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V84194927 
"SANTANDER SMALL CAPS EUROPA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V82677469 
"SANTANDER SOSTENIBLE 1, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87986857 
"SANTANDER SOSTENIBLE 2, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87986915 
"SANTANDER SOSTENIBLE ACCIONES, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88108626 
"SANTANDER SOSTENIBLE BONOS, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88416060 
"SANTANDER SOSTENIBLE RF 1-3, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V81482713 
SANTANDER TANDEM 20-60 FI,https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V28672665 
"SAPPHIRE ABSOLUTE FUNDS, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V67262220 
"SASSOLA SELECCION BASE, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88369186 
"SASSOLA SELECCION DINAMICA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88369137 
"SELECCIÓN BANCA PRIVADA 30, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V99553265 
"SELECTOR GLOBAL, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V84157379 
"SIGMA SELECCION RETORNO ABSOLUTO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87742458 
"SINGULAR MULTIACTIVOS, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88585559 
"SMART GESTION FLEXIBLE, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87262986 
"SMART US EQUITIES, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V86954187 
SMART-ISH FONDO DE GESTORES F.I.,https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V85264687 
"SOLVENTIS APOLO ABSOLUTE RETURN, F.I.",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V66939968 
"SOLVENTIS AURA IBERIAN EQUITY, F.I.",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V67561076 
"SOLVENTIS EOS EUROPEAN EQUITY, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V67004341 
"SPB RF AHORRO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V80734171 
"TABOR, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88248695 
"TARFONDO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V80095789 
TEMPERANTIA FI,https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87538773 
"TOGAEST INVERSIONES, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87251336 
"TOP CLASS HEALTHCARE, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87822250 
"TORSAN VALUE, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V67335976 
"TRAMONTANA RETORNO ABSOLUTO AUDAZ, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V66479635 
"TREA BALANCED, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88201397 
TREA CAJAMAR CORTO PLAZO FI,https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V84177484 
TREA CAJAMAR CRECIMIENTO FI,https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V84526102 
"TREA CAJAMAR FLEXIBLE, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V66641267 
TREA CAJAMAR PATRIMONIO FI,https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V84526060 
"TREA CAJAMAR RENTA FIJA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V66641259 
"TREA CAJAMAR RENTA VARIABLE ESPAÑA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V66639949 
"TREA CAJAMAR RENTA VARIABLE EUROPA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V66641283 
TREA CAJAMAR RENTA VARIABLE INTERNACIONAL FI,https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V66641234 
"TREA CAJAMAR VALOR, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V66935792 
"TREA NB BEST MANAGERS, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V81052938 
"TREA NB BOLSA SELECCION, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V82253576 
"TREA NB CAPITAL PLUS, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V79064259 
"TREA NB FONDTESORO LARGO PLAZO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V80208531 
"TREA NB GLOBAL FLEXIBLE 0-100, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V80903941 
"TREA NB GLOBAL FLEXIBLE 0-35, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V85105583 
"TREA NB PATRIMONIO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V82084120 
"TREA NB RENTA FIJA LARGO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V82281775 
"TREA NB VALOR EUROPA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V81762999 
"TRESSIS CARTERA ECO30, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88110713 
TRUE CAPITAL FI,https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V01827492 
"TRUE VALUE SMALL CAPS, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88585815 
"TRUE VALUE, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V86902186 
"UBS BONOS GESTION ACTIVA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V85597805 
"UBS CAPITAL 2 PLUS, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V84600386 
"UBS CORTO PLAZO,FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V85539096 
"UBS ESPAÑA GESTION ACTIVA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V83997593 
"UBS MIXTO GESTION ACTIVA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V78447034 
"UBS RENTA GESTION ACTIVA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V85484368 
"UBS RETORNO ACTIVO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V84076140 
"UBS VALOR,FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V83491092 
"UNICORP SELECCIÓN MODERADO DISTRIBUCIÓN, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V93573863 
"UNIFOND AUDAZ, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V83222794 
"UNIFOND BOLSA INTERNACIONAL, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V93481109 
"UNIFOND CARTERA DEFENSIVA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V93474344 
"UNIFOND CONSERVADOR, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V93492494 
"UNIFOND DINAMICO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V93492510 
"UNIFOND EMERGENTES, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V82689233 
"UNIFOND EUROPA DIVIDENDOS, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V93474351 
"UNIFOND FONDTESORO LARGO PLAZO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V81802571 
"UNIFOND FUSIÓN RENTA FIJA EURO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V29768884 
"UNIFOND HORIZONTE 2023, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V86975695 
"UNIFOND HORIZONTE 2025, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V93363943 
"UNIFOND HORIZONTE 2026, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V93154763 
"UNIFOND MEGATENDENCIAS, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V42948679 
"UNIFOND MIXTO EQUILIBRADO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V93472884 
"UNIFOND MIXTO RENTA FIJA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V80122146 
"UNIFOND MODERADO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V83222851 
"UNIFOND RENTA FIJA CORTO PLAZO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V92615368 
"UNIFOND RENTA FIJA EURO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V29577764 
"UNIFOND RENTA FIJA LARGO PLAZO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V81715617 
"UNIFOND RENTA VARIABLE ESPAÑA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V84069707 
"UNIFOND RENTA VARIABLE EURO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V81961393 
"UNIFOND RENTABILIDAD OBJETIVO II, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V29799814 
"UNIFOND RENTABILIDAD OBJETIVO III, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V93170579 
"UNIFOND RENTABILIDAD OBJETIVO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V02700714 
"UNIFOND SELECCION BOLSA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V93492486 
"UNIFOND SMALL & MID CAPS, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V93600575 
"UNIFOND SOSTENIBLE MIXTO RENTA VARIABLE, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V82253105 
"URSUS-3 CAPITAL, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88363593 
"VALENTUM MAGNO, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88632609 
"VALENTUM, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V66236498 
"VALOR GLOBAL, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87674677 
"VALUE STRATEGY FUND, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V88404421 
"VOLATILITY CONTROL HEDGE 5, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V87643474 
"WELZIA AHORRO 5, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V84364140 
"WELZIA CAPITAL SUB-DEBT, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V42716506 
"WELZIA COYUNTURA, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V78692803 
"WELZIA GLOBAL OPPORTUNITIES, FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V85097640 
"WELZIA WORLD EQUITY,FI",https://www.cnmv.es/portal/Consultas/IIC/Fondo.aspx?nif=V84364090 
